1488561494 1 0 0 0 0 0 0 0 0 0 0 0 0
1488562826 2 0 0 0 0 0 0 0 0 0 0 0 0
1488565618 3 0 0 0 0 0 0 0 0 0 0 0 0
1488802494 4 0 0 0 0 0 0 0 0 0 0 0 0
1488809839 5 0 0 0 0 0 0 0 0 0 0 0 0
1488810750 5 1 0 0 0 0 0 0 0 0 0 0 0
1488810773 5 2 0 0 0 0 0 0 0 0 0 0 0
1488871423 5 2 0 0 0 0 0 0 0 1 0 0 0
1488882796 5 3 0 0 0 0 0 0 0 1 0 0 0
1488885183 6 3 0 0 0 0 0 0 0 1 0 0 0
1488897563 6 4 0 0 0 0 0 0 0 1 0 0 0
1488900074 7 4 0 0 0 0 0 0 0 1 0 0 0
1490287970 7 4 0 0 0 0 0 0 0 1 0 0 1
1490288163 7 5 0 0 0 0 0 0 0 1 0 0 1
1493122061 8 5 0 0 0 0 0 0 0 1 0 0 1
1493122985 9 5 0 0 0 0 0 0 0 1 0 0 1
1493123044 10 5 0 0 0 0 0 0 0 1 0 0 1
1493126534 11 5 0 0 0 0 0 0 0 1 0 0 1
1493371958 12 5 0 0 0 0 0 0 0 1 0 0 1
1493372257 13 5 0 0 0 0 0 0 0 1 0 0 1
1493444228 13 5 0 0 0 0 0 1 0 1 0 0 1
1493444689 13 5 0 0 0 0 0 2 0 1 0 0 1
1493911174 14 5 0 0 0 0 0 2 0 1 0 0 1
1493911252 15 5 0 0 0 0 0 2 0 1 0 0 1
1494257790 16 5 0 0 0 0 0 2 0 1 0 0 1
1494257881 17 5 0 0 0 0 0 2 0 1 0 0 1
1494258041 18 5 0 0 0 0 0 2 0 1 0 0 1
1494258360 19 5 0 0 0 0 0 2 0 1 0 0 1
1494517093 20 5 0 0 0 0 0 2 0 1 0 0 1
1494525664 21 5 0 0 0 0 0 2 0 1 0 0 1
1494525713 22 5 0 0 0 0 0 2 0 1 0 0 1
1494528061 22 5 0 0 0 0 0 2 0 1 1 0 1
1494576147 22 6 0 0 0 0 0 2 0 1 1 0 1
1494921545 23 6 0 0 0 0 0 2 0 1 1 0 1
1494931621 24 6 0 0 0 0 0 2 0 1 1 0 1
1494931715 25 6 0 0 0 0 0 2 0 1 1 0 1
1494931821 26 6 0 0 0 0 0 2 0 1 1 0 1
1494931848 27 6 0 0 0 0 0 2 0 1 1 0 1
1494931923 28 6 0 0 0 0 0 2 0 1 1 0 1
1494931940 29 6 0 0 0 0 0 2 0 1 1 0 1
1494942788 30 6 0 0 0 0 0 2 0 1 1 0 1
1494942816 31 6 0 0 0 0 0 2 0 1 1 0 1
1494942832 32 6 0 0 0 0 0 2 0 1 1 0 1
1495037897 33 6 0 0 0 0 0 2 0 1 1 0 1
1495128234 34 6 0 0 0 0 0 2 0 1 1 0 1
1495128304 35 6 0 0 0 0 0 2 0 1 1 0 1
