1488561494 564 0 0 0 0 0 0 0 0 0 0 0 0
1488562826 569 0 0 0 0 0 0 0 0 0 0 0 0
1488565618 571 0 0 0 0 0 0 0 0 0 0 0 0
1488802494 572 0 0 0 0 0 0 0 0 0 0 0 0
1488809839 647 0 0 0 0 0 0 0 0 0 0 0 0
1488810750 647 201 0 0 0 0 0 0 0 0 0 0 0
1488810773 647 201 0 0 0 0 0 0 0 0 0 0 0
1488871423 647 201 0 0 0 0 0 0 0 1 0 0 0
1488882796 647 201 0 0 0 0 0 0 0 1 0 0 0
1488885183 759 201 0 0 0 0 0 0 0 1 0 0 0
1488897563 759 201 0 0 0 0 0 0 0 1 0 0 0
1488900074 760 201 0 0 0 0 0 0 0 1 0 0 0
1490287970 760 201 0 0 0 0 0 0 0 1 0 0 1
1490288163 760 201 0 0 0 0 0 0 0 1 0 0 1
1493122061 807 201 0 0 0 0 0 0 0 1 0 0 1
1493122985 808 201 0 0 0 0 0 0 0 1 0 0 1
1493123044 809 201 0 0 0 0 0 0 0 1 0 0 1
1493126534 825 201 0 0 0 0 0 0 0 1 0 0 1
1493371958 873 201 0 0 0 0 0 0 0 1 0 0 1
1493372257 874 201 0 0 0 0 0 0 0 1 0 0 1
1493444228 874 201 0 0 0 0 0 1 0 1 0 0 1
1493444689 874 201 0 0 0 0 0 24 0 1 0 0 1
1493911174 902 201 0 0 0 0 0 24 0 1 0 0 1
1493911252 906 201 0 0 0 0 0 24 0 1 0 0 1
1494257790 916 201 0 0 0 0 0 24 0 1 0 0 1
1494257881 916 201 0 0 0 0 0 24 0 1 0 0 1
1494258041 917 201 0 0 0 0 0 24 0 1 0 0 1
1494258360 918 201 0 0 0 0 0 24 0 1 0 0 1
1494517093 942 201 0 0 0 0 0 24 0 1 0 0 1
1494525664 954 201 0 0 0 0 0 24 0 1 0 0 1
1494525713 954 201 0 0 0 0 0 24 0 1 0 0 1
1494528061 954 201 0 0 0 0 0 24 0 1 5 0 1
1494576147 954 201 0 0 0 0 0 24 0 1 5 0 1
1494921545 1007 201 0 0 0 0 0 24 0 1 5 0 1
1494931621 1180 201 0 0 0 0 0 24 0 1 5 0 1
1494931715 1180 201 0 0 0 0 0 24 0 1 5 0 1
1494931821 1191 201 0 0 0 0 0 24 0 1 5 0 1
1494931848 1191 201 0 0 0 0 0 24 0 1 5 0 1
1494931923 1192 201 0 0 0 0 0 24 0 1 5 0 1
1494931940 1192 201 0 0 0 0 0 24 0 1 5 0 1
1494942788 1204 201 0 0 0 0 0 24 0 1 5 0 1
1494942816 1205 201 0 0 0 0 0 24 0 1 5 0 1
1494942832 1205 201 0 0 0 0 0 24 0 1 5 0 1
1495037897 1264 201 0 0 0 0 0 24 0 1 5 0 1
1495128234 1265 201 0 0 0 0 0 24 0 1 5 0 1
1495128304 1265 201 0 0 0 0 0 24 0 1 5 0 1
1495128454 1267 201 0 0 0 0 0 24 0 1 5 0 1
1495128488 1267 201 0 0 0 0 0 24 0 1 5 0 1
1495179304 1268 201 0 0 0 0 0 24 0 1 5 0 1
1495406242 1268 201 0 0 0 0 0 24 0 1 5 3 1
1495438274 1268 201 0 0 0 0 0 24 0 1 5 3 1
1495438332 1268 201 0 0 0 0 0 24 0 1 5 3 1
1495441043 1322 201 0 0 0 0 0 24 0 1 5 3 1
1495538135 1384 201 0 0 0 0 0 24 0 1 5 3 1
1495538836 1385 201 0 0 0 0 0 24 0 1 5 3 1
1495553704 1480 201 0 0 0 0 0 24 0 1 5 3 1
1495554428 1489 201 0 0 0 0 0 24 0 1 5 3 1
1495611223 1493 201 0 0 0 0 0 24 0 1 5 3 1
1495611587 1500 201 0 0 0 0 0 24 0 1 5 3 1
1495716868 1506 201 0 0 0 0 0 24 0 1 5 3 1
1497542058 1537 201 0 0 0 0 0 24 0 1 5 3 1
1497965890 1537 201 0 0 0 42 0 24 0 1 5 3 1
1498058285 1537 201 0 0 1 42 0 24 0 1 5 3 1
1498097092 1537 201 0 0 50 42 0 24 0 1 5 3 1
1498097396 1537 201 0 0 58 42 0 24 0 1 5 3 1
1498098067 1537 201 0 0 59 42 0 24 0 1 5 3 1
1498133743 1537 201 0 0 59 46 0 24 0 1 5 3 1
1498171009 1537 201 0 70 59 46 0 24 0 1 5 3 1
1498173079 1537 201 0 72 59 46 0 24 0 1 5 3 1
1498206764 1537 201 0 72 59 46 0 24 0 1 5 3 1
1498317967 1537 201 0 91 59 46 0 24 0 1 5 3 1
1498318147 1537 201 0 96 59 46 0 24 0 1 5 3 1
1498320496 1537 201 0 128 59 46 0 24 0 1 5 3 1
1498320685 1537 201 0 129 59 46 0 24 0 1 5 3 1
1498324119 1537 201 0 151 59 46 0 24 0 1 5 3 1
1498464033 1537 201 0 151 59 46 0 24 0 1 5 3 1
1498464175 1537 201 0 151 59 46 0 24 0 1 5 3 1
1498464204 1537 201 0 151 59 46 0 24 0 1 5 3 1
1498464520 1537 201 0 151 59 46 0 24 0 1 5 3 1
1498467058 1571 201 0 151 59 46 0 24 0 1 5 3 1
1498467480 1572 201 0 151 59 46 0 24 0 1 5 3 1
1498467697 1573 201 0 151 59 46 0 24 0 1 5 3 1
1498467781 1574 201 0 151 59 46 0 24 0 1 5 3 1
1498468477 1574 201 0 164 59 46 0 24 0 1 5 3 1
1498472789 1574 201 0 168 59 46 0 24 0 1 5 3 1
1498473063 1574 201 0 174 59 46 0 24 0 1 5 3 1
1498475693 1603 201 0 174 59 46 0 24 0 1 5 3 1
1498475746 1603 201 0 174 59 46 0 24 0 1 5 3 1
1498475753 1603 201 0 174 59 46 0 24 0 1 5 3 1
1498475845 1603 201 0 174 59 46 0 24 0 1 5 3 1
1498476316 1604 201 0 174 59 46 0 24 0 1 5 3 1
1498579163 1609 201 0 174 110 87 0 24 0 1 5 3 1
1499898369 1609 201 0 174 110 87 0 24 0 1 5 3 1
1499898628 1609 201 0 174 110 87 0 24 0 1 5 3 1
1500025654 1609 201 130 174 110 87 0 24 0 1 5 3 1
1500048333 1609 201 207 174 110 87 0 24 0 1 5 3 1
