1474063775 1 0 0 0
1474064462 1 0 0 1
1474067096 2 0 0 1
1474067177 3 0 0 1
1474068798 3 1 0 1
1474069335 3 2 0 1
1474070096 4 2 0 1
1474072156 5 2 0 1
1474074852 6 2 0 1
1474074901 6 2 1 1
1474082947 7 2 1 1
1474084092 8 2 1 1
1474096415 8 3 1 1
1474097276 9 3 1 1
1474098070 9 4 1 1
1474098236 10 4 1 1
1474099800 10 5 1 1
1474100184 10 6 1 1
1474100526 11 6 1 1
1474100664 12 6 1 1
1474101133 13 6 1 1
1474101718 13 7 1 1
1474102825 14 7 1 1
1474102957 14 8 1 1
1474104225 15 8 1 1
1474104290 16 8 1 1
1474105254 16 9 1 1
1474105530 16 10 1 1
1474108171 17 10 1 1
1474109684 17 10 2 1
1474110213 17 10 3 1
1474111269 17 11 3 1
1474112216 18 11 3 1
1474113200 19 11 3 1
1474117902 20 11 3 1
1474124108 20 12 3 1
1474127845 20 13 3 1
1474132131 20 14 3 1
1474132258 20 14 4 1
1474132263 20 14 5 1
1474133470 21 14 5 1
1474134524 22 14 5 1
1474135071 23 14 5 1
1474136414 24 14 5 1
1474141294 25 14 5 1
1474142366 25 14 6 1
1474142824 25 14 7 1
1474143333 25 14 8 1
1474144544 26 14 8 1
1474144574 27 14 8 1
1474145818 28 14 8 1
1474147608 29 14 8 1
1474149017 30 14 8 1
1474149973 31 14 8 1
1474150608 31 15 8 1
1474150901 31 15 9 1
1474151867 32 15 9 1
1474151884 33 15 9 1
1474154469 33 15 10 1
1474154571 33 15 11 1
1474159047 34 15 11 1
1474159219 35 15 11 1
1474159914 35 15 12 1
1474159931 35 15 13 1
1474161037 36 15 13 1
1474161048 37 15 13 1
1474164545 37 16 13 1
1474168459 37 16 14 1
1474168543 37 16 15 1
1474181756 37 17 15 1
