1437599241 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1437599385 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
1437613463 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
1437616940 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
1437616949 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
1437625548 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
1437768894 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
1437770842 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
1437770891 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
1437770921 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
1437771074 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
1437771150 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0
1437771286 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
1437771709 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0
1437774324 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0
1437775318 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0
1437775844 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0
1437874912 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0
1437899931 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
1438037093 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0
1438043284 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0
1438110151 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0
1438113888 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0
1438128901 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1438130292 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0
1438132550 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0
1438132588 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0
1438135604 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0
1438188149 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0
1438190394 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0
1438190564 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0
1438205815 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0
1438208062 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0
1438236016 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0
1438236156 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0
1438238650 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0
1438239248 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0
1438273397 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0
1438725578 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0
1438731260 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0
1438731500 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0
1438793884 0 0 78 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0
1438795179 0 0 79 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0
1438795236 0 0 80 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0
1438798118 0 0 81 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0 0 0
1438798134 0 0 82 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0
1438804811 0 0 82 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0
1438809184 0 0 83 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0
1438810509 0 0 84 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0
1438815201 0 0 84 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0
1438815818 0 0 85 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0
1438815874 0 0 85 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0
1438816407 0 0 86 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0
1438817391 0 0 86 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0
1438878126 0 0 87 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0
1438878765 0 0 87 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 0
1438897083 0 0 87 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0
1438907973 0 0 88 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0
1438908457 0 0 88 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0
1438923083 0 0 88 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0
1438927493 0 0 88 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
1438974677 0 0 89 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
1438987917 0 0 90 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
1438990742 0 0 91 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
1438996593 0 0 92 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0
