1437599241 0
1437599385 105639
1437613463 105639
1437616940 105639
1437616949 105639
1437625548 105639
1437768894 105639
1437770842 105638
1437770891 105666
1437770921 105666
1437771074 105695
1437771150 105706
1437771286 105667
1437771709 105667
1437774324 105667
1437775318 105665
1437775844 105665
1437776988 106950
1437874912 105845
1437899931 105848
1438037093 107002
1438043284 107002
1438110151 107003
1438113888 107003
1438128901 107003
1438130292 106984
1438132550 106977
1438132588 107024
1438135604 107022
1438188149 107023
1438190394 107031
1438190564 107029
1438205815 107007
1438208062 107271
1438236016 107287
1438236156 107287
1438238650 107221
1438239248 107221
1438273397 107226
1438285458 108779
1438725578 108826
1438731260 108811
1438731500 108782
1438797979 108715
1438804811 108813
1438815183 109141
1438815201 108922
1438815874 109246
1438817391 109255
1438878765 109255
1438885863 109272
1438885889 109268
1438887295 109296
1438889437 109563
1438894237 109265
1438897083 109255
1438908457 109700
1438923083 109725
1438927493 109740
1438982794 113283
1439074093 113478
1439087611 113512
1439240121 113514
1439241873 113575
1439252885 113578
1439255218 115810
1439265399 115878
1439270956 115707
1439277879 115681
1439279384 115720
1439316933 115719
1439323326 115722
1439325558 115726
1439337120 115728
1439413134 115732
1439414913 109744
1439424846 109190
1439431989 116060
1439432846 116066
1439489609 111413
1439496284 116064
1439496856 115970
1439496977 115970
1439506743 116391
1439512148 116397
1439581257 116408
1439582070 116412
1439583935 116420
1439584607 116531
1439585054 116545
1439585983 116591
1439585990 116584
1439586269 116584
1439587438 117218
1439587466 117365
1439587542 117218
1439587631 117218
1439596073 117218
1439596762 113182
1439599178 117198
1439599543 117198
1439600094 117147
1439600172 117146
1439600556 117146
1439601171 117140
1439602226 117150
1439602697 117150
1439682607 116922
1439711891 116922
1439836883 116917
1439836969 116919
1439837185 116929
1439837529 116929
1439838716 116959
1439841127 116972
1439850092 116961
1439851760 116993
1439852221 117012
1439854937 117018
1439855116 117018
1439858419 117016
1439858772 117016
1439860374 117259
1439860392 117259
1439866401 117258
1439866703 117271
1439934110 117272
1440018987 117272
1440024386 117273
1440108267 117279
1440108618 117279
1440791095 117281
1440791762 117281
1441320096 117605
1441385831 117422
1442253948 117422
1442622113 117421
1442876151 117421
1442960753 117421
1442967764 117468
1443101284 118974
1443101367 118974
1443278642 118880
1443283668 119344
1443283895 119341
1443284385 119341
1443287777 119341
1443288108 119340
1443293419 119305
1443306077 117661
1443306453 117661
1443309391 117650
1443470740 117712
1443471077 117712
1443474302 117712
1443480641 117686
1443565400 117686
1443639567 117017
1443730737 117225
1443732668 116932
1443733508 117053
1443733969 117046
1443734666 116617
1443741170 119213
1443743934 119307
1443750495 119384
1443810542 119833
1443811513 119492
1443823807 119664
1443825939 122496
1443826828 122520
1443981057 122521
1444147665 122534
1444249186 122533
1444281132 122531
1444753629 122551
1444767072 122741
1444939212 122936
1444953973 123095
1444954815 123163
1444956083 123163
1444956796 123202
1445010522 123638
1445011037 123650
1445011902 123672
1445383219 123841
1445386783 123905
1445388754 123898
1445389363 123886
1445394158 123903
1445394577 123903
1445447734 123947
1445457319 123952
1445459028 123952
1445581374 123952
1445616325 123952
1445617018 123952
1445633222 123952
1445634447 124077
1445635132 124077
1445636452 124500
1445636933 124504
1445637389 124514
1445832801 133184
1446008136 133227
1446664321 133333
1446664871 133342
1446665431 133346
1446667704 133345
1447192251 133531
1447193018 133585
1447197926 133587
1447383221 133661
1447450585 133312
1447451992 133338
1447456376 133629
1447460229 133776
1447470872 133776
1447630007 133770
1448325982 133769
1449257146 133770
1449262993 133770
1449525869 133804
1449617076 133767
1449627943 134007
1450222560 134023
1452023873 135559
1452033885 135785
1452730334 135800
1452806247 135801
1453056388 135801
1453149392 145006
1453152076 145006
1453154713 145526
1453158777 145531
1453166580 145323
1453236242 145327
1453425640 147151
1453503589 147151
1453527415 147204
1453613092 147296
1453770179 147331
1453849923 145477
1454090870 145487
1454356281 145598
1454358527 139428
1454383372 139428
1454401290 139427
1454433499 139440
1454495872 139455
1454566918 139458
1454617809 139459
1455051839 139463
1455134580 139492
1455324389 139536
1455331314 139507
1455579786 139514
1455828453 139517
1455835138 139510
1455839391 139543
1455916135 139867
1455926610 139868
1455955715 139989
1456212717 139995
1456265297 136932
1456267309 136932
1456521140 137005
1456524019 137120
1456782060 137121
1456881869 137095
1456966081 137100
1457043727 137100
1457118278 137226
1457119147 137226
1457120643 137283
1457125183 137283
1457131295 137286
1457272945 137286
1457385272 137286
1457386282 137280
1457393223 137280
1457396493 137296
1457400036 137296
1457462505 137295
1457567911 137296
1457580687 137314
1457586390 137319
1457637328 137319
1457654375 137369
1457833083 137374
1458067133 137511
1458080121 137511
1458088067 137507
1458155278 137839
1458168566 137839
1458228599 138217
1458246234 138267
1458334834 138401
1458338123 138448
1458576619 138361
1458582854 138360
1458588223 138360
1458750705 138453
1458752034 138415
1458753795 138556
1458758464 139066
1458763087 139128
1458772021 139149
1458776764 139149
1458777698 141199
1458842403 141335
1458844427 141452
1458849072 142401
1458864389 142402
1458876622 142402
1458899535 142391
1458929600 142306
1458933148 142306
1458943276 142303
1458949622 142320
1458952214 142320
1459183512 142319
1459185177 142369
1459198318 142529
1459206151 142520
1459210776 142558
1459212726 142560
1459279880 142643
1459282762 142664
1459286935 142669
1459381931 142720
1459382106 142734
1459454420 142732
1459535558 142763
1459778767 142896
1459792235 142916
1459794475 142938
1459816525 143015
1459888088 143016
1459898185 142971
1459919481 142972
1459977117 142973
1459980223 141107
1459987419 141167
1460073999 143033
1460080283 143045
1460161256 143044
1460161647 141172
1460568932 141158
1460571929 141163
1460574004 141166
1460617006 141168
1460617494 141373
1460762175 141375
1460765109 141375
1460766330 141378
1461003766 141395
1461032302 141435
1461046778 143582
1461089556 143369
1461091042 144864
1461183917 144818
1461259389 144814
1461260417 144815
1461272898 144751
1461631157 144751
1461676060 147236
1461682321 147236
1461690453 147242
1461691707 147243
1461698879 147243
1461698933 147267
1461754029 147267
1461764084 147267
1461767348 147281
1461790918 147281
1461805796 147305
1461806687 147307
1461858079 147316
1461860521 147329
1461952225 147331
1461982982 147527
1462212812 147527
1462310501 148025
1462314250 148025
1462317293 148006
1462405494 148009
1462494145 148069
1462494160 148078
1462590482 148078
1462590779 148076
1462790071 148081
1462790386 148176
1462790434 148197
1462827367 148235
1462891500 148318
1462898075 148318
1462899529 148319
1462900715 148318
1462924113 148319
1462963060 148319
1462963066 148321
1462970451 148326
1462991014 148326
1463077028 148327
1463087795 148637
1463101145 148593
1463178742 148598
1463182308 148605
1463213485 148605
1463397095 148701
1463404879 148683
1463409623 148683
1463439586 148692
1463454581 148693
1463505877 148731
1463530263 148731
1463530639 148779
1463530837 148805
1463532517 148830
1463569160 148830
1463605954 148830
1463658369 148897
1463658384 148902
1463658498 148948
1463670518 149105
1463671457 149105
1463688290 149108
1463688591 149254
1463745890 149254
1463747864 149271
1463754855 149252
1463783679 149252
1463783982 149221
1464030824 147999
1464100916 148025
1464111320 148053
1464124748 164114
1464132397 164138
1464134363 164480
1464190313 164480
1464270503 164530
1464273483 164533
1464274379 164562
1464286476 164562
1464288091 164821
1464288169 164851
1464302770 164845
1464354532 164857
1464362105 166211
1464365566 166216
1464387301 166241
1464388167 166689
1464388207 166690
1464391191 166709
1464395969 166716
1464398892 166744
1464434417 166754
1464630870 166754
1464729286 166750
1464729711 166678
1464838150 166847
1464855978 166859
1464861575 166889
1464886509 167393
1465012268 167379
1465303205 167383
1465390426 167492
1465419066 167683
1465481427 167665
1465505810 167673
1465514564 167673
1465572902 167662
1465573806 167662
1465588007 167664
1465930094 167693
1465933056 167695
1465933333 167695
1465933402 167772
1465933434 167785
1465994904 168815
1465994969 169472
1465995600 169478
1466005474 169479
1466006695 171985
1466008917 171988
1466018017 172395
1466022975 172406
1466078326 172410
1466080377 172410
1466087945 172416
1466088141 172459
1466089721 172473
1466091670 172475
1466093760 172475
1466100433 172475
1466166331 172490
1466201393 172489
1466202998 172500
1466206575 172503
1466207165 172378
1466518707 172378
1466545147 172436
1466550272 172447
1466553020 172467
1466590256 172528
1466601910 172528
1466607630 172706
1466689145 172728
1466692298 172825
1466802572 172828
1467032546 172828
1467231520 172907
1467241218 175600
1467280473 175620
1467289853 175625
1467320303 175634
1467384647 175641
1467394775 175641
1467472197 172948
1467637044 172993
1467643849 172997
1467650408 172997
1467723103 173013
1467800026 173071
1467800862 173867
1467812888 173951
1467831068 173959
1467903996 173959
1467935235 173959
1467993169 173961
1467998608 173963
1468231546 173971
1468234856 173971
1468249518 173973
1468261550 173989
1468264388 174014
1468283639 174033
1468327924 174033
1468330021 174376
1468333859 174512
1468452087 174568
1468458901 177235
1468540059 177239
1468541217 177370
1468541751 177370
1468545783 177712
1468579450 177712
1468588197 177711
1468596151 177735
1468596731 177754
1468625049 177753
1468920767 178624
1469021430 178627
1469182690 178682
1469184543 178687
1469205151 178692
1469206761 178710
1469209036 179517
1469458049 179523
1469463243 179546
1469464251 179583
1469464948 179578
1469464974 179582
1469465400 179733
1469466468 179730
1469489429 179731
1469527605 179736
1469536743 179736
1469548978 179737
1469550479 179754
1469550486 179754
1469577732 179757
1469610433 179798
1469611323 179798
1469614528 180215
1469621484 180222
1469627996 180382
1469702961 180376
1469706243 180376
1469788022 180394
1469807017 180412
1469814596 180430
1470073535 180430
1470094484 180437
1470156184 180490
1470156243 180481
1470156271 180481
1470170693 179961
1470172035 180116
1470177338 180130
1470242253 180130
1470266785 180070
1470436402 180175
1470683229 180206
1471349015 180214
1471352130 180221
1471352996 180285
1471355048 181896
1471356897 181894
1471356906 181893
1471359376 182166
1471371855 182156
1471371925 182161
1471428864 181888
1471455476 181974
1471485959 181974
1471521951 181997
1471521967 182162
1471522197 182416
1471533187 182529
1471533664 182505
1471537793 183189
1471540047 183190
1471564842 183192
1471603654 183218
1471612308 183243
1471859079 183249
1471875694 183247
1471877515 183276
1471877645 183289
1471905718 183298
1471973040 183373
1471988567 183371
1472048637 183367
1472049868 183370
1472142495 183379
1472144559 183606
1472148718 183618
1472149116 183619
1472213472 183632
1472229281 183646
1472243464 183634
1472504859 183660
1472558115 183702
1472563726 183705
1472566408 183740
1472596478 183753
1472603510 183963
1472731279 184249
1472732857 184283
1472732877 184282
1472733286 184286
1472739579 184284
1472748585 184281
1472760560 184310
1472806324 184316
1472829463 184421
1472829503 184430
1472831262 184402
1473030164 184415
1473087030 184409
1473087054 184403
1473098601 184510
1473153364 184418
1473255228 184425
1473322574 184425
1473341827 184521
1473350242 185550
1473367861 185559
1473379034 185573
1473417054 185573
1473417374 187037
1473423218 186982
1473428001 186986
1473437774 186986
1473692573 187001
1473693596 187020
1473704237 187090
1473760915 187117
1473769287 186922
1473785607 186841
1473785932 186847
1473849800 187133
1473855329 187101
1473876131 187069
1473933555 187075
1473933627 187075
1473954044 187082
1473961599 187082
1473962878 189341
1474041350 189343
1474295704 189394
1474319856 189527
1474362564 189572
1474369709 189570
1474381809 187135
1474403602 186920
1474451922 186828
1474548849 186827
1474563192 186989
1474566335 186989
1474666184 186997
1474897849 187017
1474899910 187017
1474929715 187017
1474968443 187022
1474970692 187022
1474970797 187025
1474971273 187017
1474978139 187041
1475056988 187589
1475075531 187661
1475151422 187670
1475156623 187670
1475161592 187707
1475164718 187707
1475188709 187720
1475194627 187756
1475263704 187292
1475514518 187344
1475522889 187355
1475527635 187378
1475536759 187400
1475608211 187403
1475608939 187399
1475682914 182493
1475683428 182498
1475686674 182259
1475697937 182794
1475704758 182802
1475787701 182877
1475798205 182877
1475854658 182715
1475862254 183434
1475863899 183420
1476179366 172702
1476186492 172809
1476204588 172858
1476288359 172858
1476290945 172858
1476363331 172883
1476366374 172883
1476439076 172896
1476439884 172899
1476449125 173028
1476451188 173301
1476451215 173306
1476453346 173314
1476459612 173398
1476477137 173401
1476704539 173226
1476723322 173237
1476817674 173711
1476829613 173712
1476871406 173735
1476883252 173739
1476886295 174237
1476907407 174313
1476971515 174385
1477042701 174354
1477042717 174354
1477053677 174356
1477059334 174362
1477062659 173069
1477066101 173070
1477154696 173097
1477298455 173129
1477327392 173200
1477328152 173202
1477334532 173205
1477335377 173205
1477487501 173226
1477489967 173380
1477567896 173934
1477572254 173937
1477585732 174063
1477612985 174066
1477663804 174091
1477667657 174111
1477925125 174121
1477937141 174815
1477938820 174994
1477945973 175007
1477949727 175007
1477959522 175008
1477994774 174986
1478003161 174993
1478013838 174755
1478022758 174763
1478028893 174921
1478086577 175056
1478097224 175088
1478108141 175108
1478174762 175231
1478175626 175697
1478187565 176327
1478206743 176328
1478214637 175444
1478256914 175445
1478261962 175445
1478264936 175455
1478281314 175620
1478512783 175620
1478527380 175621
1478529755 175625
1478537750 175642
1478544320 175617
1478559697 175620
1478563456 175672
1478565240 175725
1478610043 175824
1478620996 175824
1478622770 175837
1478625202 175839
1478629314 175932
1478630045 176014
1478690095 176015
1478691954 176022
1478701199 176025
1478715376 176265
1478719067 176279
1478723461 176288
1478733231 176304
1478782431 176307
1478802633 176372
1478806103 176485
1478871402 176595
1479130222 176586
1479136277 176622
1479139160 176622
1479142595 176623
1479143482 176624
1479147583 176624
1479201249 176631
1479220431 176804
1479224247 176806
1479228707 176842
1479233380 176819
1479287974 176820
1479295621 176851
1479296805 176851
1479307270 176853
1479314406 177096
1479431217 177064
1479461107 177156
1479487093 177381
1479491239 177589
1479494573 177591
1479497122 177593
1479737835 177606
1479764050 177606
1479764119 177606
1479771853 177606
1479813471 177625
1479822899 177627
1479823266 178890
1479823816 178890
1479830845 178912
1479834973 178910
1479840045 178905
1479841518 178961
1479853669 178972
1479900651 179061
1479908245 179744
1479910010 179770
1479910039 179777
1479927739 179717
1479934412 179724
1479984924 179784
1479997116 179785
1479998261 179802
1480010820 179827
1480080787 179996
1480091566 180042
1480093594 180042
1480094048 180690
1480325103 180779
1480352985 180777
1480353941 180777
1480363395 180846
1480406086 180858
1480438705 180858
1480438785 180858
1480504241 181031
1480506101 181044
1480519109 181478
1480533024 181558
1480549427 181558
1480583724 181579
1480588520 181988
1480614772 182037
1480616558 182111
1480629329 182144
1480675156 182147
1480681181 182147
1480686644 182361
1480686792 182403
1480691122 182404
1480695732 182412
1480701254 182541
1480718430 182558
1480723723 182587
1480932480 182598
1480944772 182630
1480951541 182630
1480955022 182668
1480978344 182642
