1484386427 325 0 0 0 0
1484390211 325 19 0 0 0
1484392164 341 38 0 0 0
1484437600 543 38 0 0 0
1484609442 543 220 0 0 0
1484609508 543 234 0 0 0
1484610740 549 234 0 0 0
1484610794 625 234 0 0 0
1484656962 625 234 1 0 0
1484666826 625 234 1 0 0
1484668193 625 234 1 0 0
1484669197 625 234 15 0 0
1484670173 633 234 15 0 0
1484670197 650 234 15 0 0
1484672498 725 234 15 0 0
1484672806 725 234 93 0 0
1484674743 725 234 143 0 0
1484675362 725 234 160 0 0
1484677633 725 234 180 0 0
1485095075 725 234 258 0 0
1485095784 725 234 273 0 0
1485102635 985 234 273 0 0
1485108000 985 234 356 0 0
1485108849 985 234 372 0 0
1485110530 985 234 387 0 0
1485110657 985 234 389 0 0
1485110736 1090 234 389 0 0
1485110767 1090 1018 389 0 0
1485118601 1090 1018 445 0 0
1485119386 1114 1018 445 0 0
1485119447 1122 1018 445 0 0
1485119477 1170 1018 457 0 0
1485120289 1170 1018 469 0 0
1485244535 1170 1018 469 0 0
1485248208 1202 1018 469 0 0
1485249470 1234 1018 492 0 0
1485251020 1234 1018 510 0 0
1485252293 1234 1411 510 0 0
1485253875 1319 1411 510 0 0
1485255115 1319 1411 552 0 0
1485255519 1319 1411 568 0 0
1485257524 1319 1411 600 0 0
1485261863 1319 1411 670 0 0
1485262029 1344 1411 670 0 0
1485262051 1384 1411 670 0 0
1485544408 1403 1411 670 0 0
1485548370 1403 1411 755 0 0
1485548875 1403 1411 762 0 0
1485549383 1524 1411 762 0 0
1485553825 1524 1411 826 0 0
1485558781 1537 1411 826 0 0
1485558801 1587 1411 826 0 0
1485558848 1620 1411 826 0 0
1485558865 1634 1411 826 0 0
1485558973 1634 1411 882 0 0
1485561044 1634 1411 1490 0 0
1485624494 1636 1411 1490 0 0
1485625829 1636 1646 1490 0 0
1485632004 1725 1646 1490 0 0
1485633410 1737 1646 1490 0 0
1485692917 1737 2125 1490 0 0
1485700116 1737 2125 1499 0 0
1485700584 1737 2167 1499 0 0
1485701197 1737 2167 1499 0 0
1485701922 1737 2167 1499 0 0
1485702262 1737 2167 1499 0 0
1485702533 1737 2167 1606 0 0
1485704335 1737 2167 1631 0 0
1485705040 1737 2167 1631 0 0
1485710911 1737 2224 1631 0 0
1485711163 1737 2224 1631 0 0
1485715302 1737 2224 1736 0 0
1485724470 1738 2224 1736 0 0
1485724549 2125 2224 1736 0 0
1485725263 2125 2224 1736 0 0
1485725914 2125 2224 1921 0 0
1485725972 2132 2224 1921 0 0
1485726213 2132 2224 1921 0 0
1485807756 2132 2355 1921 0 0
1485807835 2132 2355 1923 0 0
1485807844 2132 2355 1923 0 0
1485816992 2132 2390 1923 0 0
1485818009 2132 2395 1923 0 0
1485854105 2136 2395 1923 0 0
1485857932 2149 2395 1923 0 0
1485862472 2164 2395 1923 0 0
1485862527 2204 2395 1923 0 0
1485862927 2204 2395 1923 0 0
1485879939 2204 2395 2126 0 0
1485883229 2204 2395 2142 0 0
1485886945 2227 2395 2142 0 0
1485886982 2228 2395 2142 0 0
1485887019 2243 2395 2142 0 0
1485887182 2243 2395 2205 0 0
1485887321 2247 2395 2205 0 0
1485887467 2247 2455 2205 0 0
1485887563 2373 2455 2205 0 0
1485887621 2373 2455 2205 0 0
1485888342 2373 2455 2205 0 0
1486068611 2373 2455 2293 0 0
1486322807 2373 2455 2444 0 0
1486484834 2373 2455 2512 0 0
1486489465 2377 2455 2512 0 0
