1484386427 1 0 0 0 0
1484390211 1 1 0 0 0
1484392164 3 2 0 0 0
1484437600 4 2 0 0 0
1484609442 4 3 0 0 0
1484609508 4 4 0 0 0
1484610740 5 4 0 0 0
1484610794 6 4 0 0 0
1484656962 6 4 1 0 0
1484666826 6 4 2 0 0
1484668193 6 4 3 0 0
1484669197 6 4 4 0 0
1484670173 7 4 4 0 0
1484670197 8 4 4 0 0
1484672498 9 4 4 0 0
1484672806 9 4 5 0 0
1484674743 9 4 6 0 0
1484675362 9 4 7 0 0
1484677633 9 4 8 0 0
1485095075 9 4 9 0 0
1485095784 9 4 10 0 0
1485102635 10 4 10 0 0
1485108000 10 4 11 0 0
1485108849 10 4 12 0 0
1485110530 10 4 13 0 0
1485110657 10 4 14 0 0
1485110736 11 4 14 0 0
1485110767 11 5 14 0 0
1485118601 11 5 15 0 0
1485119386 12 5 15 0 0
1485119447 13 5 15 0 0
1485119477 15 5 16 0 0
1485120289 15 5 17 0 0
1485244535 15 5 18 0 0
1485248208 16 5 18 0 0
1485249470 17 5 19 0 0
1485251020 17 5 20 0 0
1485252293 17 6 20 0 0
1485253875 18 6 20 0 0
1485255115 18 6 21 0 0
1485255519 18 6 22 0 0
1485257524 18 6 23 0 0
1485261863 18 6 24 0 0
1485262029 19 6 24 0 0
1485262051 20 6 24 0 0
1485544408 21 6 24 0 0
1485548370 21 6 25 0 0
1485548875 21 6 26 0 0
1485549383 22 6 26 0 0
1485553825 22 6 27 0 0
1485558781 23 6 27 0 0
1485558801 24 6 27 0 0
1485558848 25 6 27 0 0
1485558865 26 6 27 0 0
1485558973 26 6 28 0 0
1485561044 26 6 29 0 0
1485624494 27 6 29 0 0
1485625829 27 7 29 0 0
1485632004 28 7 29 0 0
1485633410 29 7 29 0 0
1485692917 29 8 29 0 0
1485700116 29 8 30 0 0
1485700584 29 9 30 0 0
1485701197 29 10 30 0 0
1485701922 30 10 30 0 0
1485702262 31 10 30 0 0
1485702533 31 10 31 0 0
1485704335 31 10 32 0 0
1485705040 31 10 33 0 0
1485710911 31 11 33 0 0
1485711163 31 12 33 0 0
1485715302 31 12 34 0 0
1485724470 32 12 34 0 0
1485724549 35 12 34 0 0
1485725263 36 12 34 0 0
1485725914 36 12 35 0 0
1485725972 37 12 35 0 0
1485726213 38 12 35 0 0
1485807756 38 13 35 0 0
1485807835 38 13 36 0 0
1485807844 38 14 36 0 0
1485816992 38 15 36 0 0
1485818009 38 16 36 0 0
1485854105 39 16 36 0 0
1485857932 40 16 36 0 0
1485862472 41 16 36 0 0
1485862527 42 16 36 0 0
1485862927 43 16 36 0 0
1485879939 43 16 37 0 0
1485883229 43 16 38 0 0
1485886945 44 16 38 0 0
1485886982 45 16 38 0 0
1485887019 46 16 38 0 0
1485887182 46 16 39 0 0
1485887321 47 16 39 0 0
1485887467 47 17 39 0 0
1485887563 48 17 39 0 0
1485887621 49 17 39 0 0
1485888342 50 17 39 0 0
1486068611 50 17 40 0 0
1486322807 50 17 41 0 0
1486484834 50 17 42 0 0
1486489465 51 17 42 0 0
1486490688 52 17 42 0 0
1486492699 52 18 42 0 0
1486494215 52 19 42 0 0
1486494299 53 19 42 0 0
1486494522 53 20 42 0 0
1486495443 53 20 43 0 0
1486495495 54 20 43 0 0
1486495528 55 20 43 0 0
1486495567 56 20 43 0 0
1486495678 57 20 43 0 0
1486497859 57 20 44 0 0
1486499108 58 20 44 0 0
1486499135 59 20 44 0 0
1486499456 59 21 44 0 0
1486501461 59 21 45 0 0
1486501796 59 21 46 0 0
1486552623 59 22 46 0 0
1486555787 60 22 46 0 0
1486560993 60 23 46 0 0
1486561206 61 23 46 0 0
1486561631 62 23 46 0 0
1486584116 63 23 46 0 0
1486590728 64 23 46 0 0
1486600887 64 24 46 0 0
1486601598 64 25 46 0 0
1486601821 64 26 46 0 0
1486602009 64 27 46 0 0
1486630950 65 27 46 0 0
1486631839 65 28 46 0 0
1486633069 66 28 46 0 0
1486634776 67 28 46 0 0
1486634808 68 28 46 0 0
1486634852 68 29 46 0 0
1486634895 68 30 46 0 0
1486637872 69 30 46 0 0
1486638939 69 31 46 0 0
1486639109 70 31 46 0 0
1486640225 70 32 46 0 0
1486640818 71 32 46 0 0
1486642350 72 32 46 0 0
1486642422 72 33 46 0 0
1486643921 72 34 46 0 0
1486644061 73 34 46 0 0
1486647700 74 34 46 0 0
1486649181 74 35 46 0 0
1486649249 74 36 46 0 0
1486655554 75 36 46 0 0
1486932201 75 37 46 0 0
1486936967 76 37 46 0 0
1486937103 77 37 46 0 0
1486937402 78 37 46 0 0
1487238150 79 37 46 0 0
1487238698 80 37 46 0 0
1487253294 80 37 47 0 0
1487257912 80 37 48 0 0
1487258035 80 37 49 0 0
1487261333 80 37 50 0 0
1487261438 80 37 51 0 0
1487268325 81 37 51 0 0
1487268376 81 37 52 0 0
1487268815 81 37 53 0 0
1487271045 81 37 54 0 0
1487271289 82 37 54 0 0
1487273846 83 37 54 0 0
1487273962 83 38 54 0 0
1487274064 83 38 55 0 0
1487274165 83 39 55 0 0
1487274574 84 39 55 0 0
1487321276 84 40 55 0 0
1487329597 85 40 55 0 0
1487334756 86 40 55 0 0
1487334810 86 40 56 0 0
1487335219 87 40 56 0 0
1487335253 87 40 57 0 0
1487335703 88 40 57 0 0
1487335762 88 40 58 0 0
1487341157 88 41 58 0 0
1487341204 88 42 58 0 0
1487341245 88 42 59 0 0
1487341457 88 43 59 0 0
1487347543 88 44 59 0 0
1487349488 89 44 59 0 0
1487349614 90 44 59 0 0
1487349635 91 44 59 0 0
1487351474 91 45 59 0 0
1487352268 91 46 59 0 0
1487352350 91 46 60 0 0
1487352351 91 47 60 0 0
1487352943 91 47 61 0 0
1487354278 92 47 61 0 0
1487354317 93 47 61 0 0
1487355205 94 47 61 0 0
1487355287 95 47 61 0 0
1487355806 95 48 61 0 0
1487355833 95 49 61 0 0
1487356090 96 49 61 0 0
1487356122 97 49 61 0 0
1487361092 98 49 61 0 0
1487361100 99 49 61 0 0
1487361266 100 49 61 0 0
1487364366 100 50 61 0 0
1487364409 100 51 61 0 0
1487365026 101 51 61 0 0
1487365320 102 51 61 0 0
1487365542 103 51 61 0 0
1487366783 104 51 61 0 0
1487366880 104 52 61 0 0
1487366905 104 53 61 0 0
