1369856771 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1369857894 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1369858275 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1369859091 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1369859450 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1369859542 2 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
1369859827 2 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
1369859974 2 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0
1369860492 2 0 0 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0
1369860612 2 0 0 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0
1369860709 2 0 0 0 0 0 2 0 0 1 0 0 0 2 0 0 0 0 0 0
1369860762 2 0 0 0 0 0 3 0 0 1 0 0 0 2 0 0 0 0 0 0
1369860788 2 0 0 0 0 0 4 0 0 1 0 0 0 2 0 0 0 0 0 0
1369860853 2 0 0 0 0 0 4 0 0 1 0 0 0 3 0 0 0 0 0 0
1369860856 2 0 0 0 0 0 4 0 0 1 0 0 0 3 0 0 0 0 0 0
1369861282 3 0 0 0 0 0 4 0 0 1 0 0 0 3 0 0 0 0 0 0
1369861283 3 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369861603 3 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369866892 4 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369869412 4 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369869469 5 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369870807 6 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369887604 7 0 0 0 0 0 4 0 0 1 0 0 0 4 0 0 0 0 0 0
1369892488 7 0 0 0 0 0 5 0 0 1 0 0 0 4 0 0 0 0 0 0
1369901775 7 0 0 0 0 0 6 0 0 1 0 0 0 4 0 0 0 0 0 0
1369910145 7 0 0 0 0 0 7 0 0 1 0 0 0 4 0 0 0 0 0 0
1369910322 7 0 0 0 0 0 8 0 0 1 0 0 0 4 0 0 0 0 0 0
1369912267 7 0 0 0 0 0 9 0 0 1 0 0 0 4 0 0 0 0 0 0
1369912720 7 0 0 0 0 0 10 0 0 1 0 0 0 4 0 0 0 0 0 0
1369913742 7 0 0 0 0 0 11 0 0 1 0 0 0 4 0 0 0 0 0 0
1369913982 7 0 0 0 0 0 12 0 0 1 0 0 0 4 0 0 0 0 0 0
1369914131 7 0 0 0 0 0 13 0 0 1 0 0 0 4 0 0 0 0 0 0
1369914168 7 0 0 0 0 0 14 0 0 1 0 0 0 4 0 0 0 0 0 0
1369916055 7 0 0 0 0 0 14 0 0 2 0 0 0 4 0 0 0 0 0 0
1369923731 7 0 0 0 0 0 14 0 0 2 0 0 0 4 0 0 0 0 0 0
1369925670 7 0 0 0 0 0 14 0 0 2 0 0 0 4 0 0 0 0 0 0
1369929471 7 0 0 0 0 0 14 0 0 3 0 0 0 4 0 0 0 0 0 0
1369931809 7 0 0 0 0 0 14 0 0 3 0 0 0 5 0 0 0 0 0 0
1369935162 8 0 0 0 0 0 14 0 0 3 0 0 0 5 0 0 0 0 0 0
1369937387 9 0 0 0 0 0 14 0 0 3 0 0 0 5 0 0 0 0 0 0
1369937740 9 0 0 0 0 0 15 0 0 3 0 0 0 6 0 0 0 0 0 0
1369938342 9 0 0 0 0 0 15 0 0 3 0 0 0 7 0 0 0 0 0 0
1369939025 9 0 0 0 0 0 15 0 0 3 0 0 0 8 0 0 0 0 0 0
1369939284 9 0 0 0 0 0 15 0 0 3 0 0 0 9 0 0 0 0 0 0
