2015-07 93
2015-08 333
2015-09 317
2015-10 153
2015-11 50
2015-12 51
2016-01 62
2016-02 72
2016-03 311
2016-04 204
2016-05 285
2016-06 276
2016-07 409
2016-08 416
2016-09 398
2016-10 388
2016-11 547
2016-12 231
2017-01 558
2017-02 401
2017-03 178
2017-04 125
2017-05 83
2017-06 64
2017-07 95
2017-08 36
