2014-10 929
2014-11 1013
2014-12 612
2015-01 700
2015-02 979
2015-03 921
2015-04 723
2015-05 732
2015-06 882
2015-07 911
2015-08 907
2015-09 880
2015-10 787
2015-11 1029
2015-12 757
2016-01 703
2016-02 820
2016-03 866
2016-04 870
2016-05 693
2016-06 1223
2016-07 717
2016-08 859
2016-09 952
2016-10 1015
2016-11 938
2016-12 949
2017-01 914
2017-02 840
2017-03 1011
2017-04 877
2017-05 1013
2017-06 874
2017-07 767
2017-08 834
