1497700726 0 0 0 1
1497705974 0 1 0 1
1497706256 1 1 0 1
1497706278 2 1 0 1
1497707919 3 1 0 1
1497708386 3 2 0 1
1497715719 4 2 0 1
1497720222 4 2 1 1
1497720482 5 2 1 1
1497720633 6 2 1 1
1497726434 6 2 2 1
1497731306 7 2 2 1
1497732045 7 2 3 1
1497733064 8 2 3 1
1497734777 8 2 4 1
1497737982 8 2 5 1
1497740440 9 2 5 1
1497740458 10 2 5 1
1497741498 11 2 5 1
1497743910 11 2 6 1
1497751682 12 2 6 1
1497770107 13 2 6 1
1497772894 14 2 6 1
1497775992 15 2 6 1
1497776942 16 2 6 1
1497777097 17 2 6 1
1497777342 17 3 7 1
1497777359 17 4 7 1
1497779277 17 5 7 1
1497779425 18 5 7 1
1497779620 18 5 8 1
1497779905 18 6 8 1
1497779916 18 7 8 1
1497780737 18 8 8 1
1497781708 18 9 8 1
1497781788 19 9 8 1
1497781810 20 9 8 1
1497781854 20 9 9 1
1497782275 21 9 9 1
1497782318 22 9 9 1
1497782823 22 10 9 1
1497783765 23 10 9 1
1497785218 23 10 10 1
1497787083 23 11 10 1
1497787120 23 12 10 1
1497787294 23 13 10 1
1497788082 24 13 10 1
1497788119 25 13 10 1
1497788542 25 14 10 1
1497788552 25 15 10 1
1497788807 25 16 10 1
1497788945 25 17 10 1
1497792735 25 18 10 1
