1497700726 0 0 0 261
1497705974 0 1 0 261
1497706256 363 1 0 261
1497706278 363 1 0 261
1497707919 407 1 0 261
1497708386 407 2121 0 261
1497715719 450 2121 0 261
1497720222 450 2121 37 261
1497720482 591 2121 37 261
1497720633 591 2121 37 261
1497726434 591 2121 67 261
1497731306 883 2121 67 261
1497732045 883 2121 169 261
1497733064 887 2121 169 261
1497734777 887 2121 201 261
1497737982 887 2121 243 261
1497740440 8027 2121 243 261
1497740458 8027 2121 243 261
1497741498 29643 2121 243 261
1497743910 29643 2121 330 261
1497751682 29857 2121 330 261
1497770107 29971 2121 330 261
1497772894 51690 2121 330 261
1497775992 51718 2121 330 261
1497776942 51720 2121 330 261
1497777097 51721 2121 330 261
1497777342 51721 12325 418 261
1497777359 51721 12325 418 261
1497779277 51721 12408 418 261
1497779425 51722 12408 418 261
1497779620 51722 12408 454 261
1497779905 51722 12483 454 261
1497779916 51722 12483 454 261
1497780737 51722 12494 454 261
1497781708 51722 12970 454 261
1497781788 51729 12970 454 261
1497781810 51729 12970 454 261
1497781854 51729 12970 508 261
1497782275 51735 12970 508 261
1497782318 51735 12970 508 261
1497782823 51735 13060 508 261
1497783765 51760 13060 508 261
1497785218 51760 13060 548 261
1497787083 51760 34825 548 261
1497787120 51760 34825 548 261
1497787294 51760 34829 548 261
1497788082 51760 34829 548 261
1497788119 51760 34829 548 261
1497788542 51760 34829 548 261
1497788552 51760 34829 548 261
1497788807 51760 34829 548 261
1497788945 51760 34829 548 261
1497792735 51760 34829 548 261
